OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,WATERTYPE,TRANSMISS,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,Shape_Length,GlobalID,geometry,ResourceID
2743,WM-2743,19690101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,95.5294083874461,{49B16718-9142-45D4-B066-87EDF8E1B952},"LINESTRING (-88.14773316116325 41.77577199314756,-88.1477317754201 41.7758116654376,-88.14772403282781 41.77603406618009)",81a6a3e4-d643-4b0f-948d-b66e51e67439
2744,WM-2744,19890101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20160204212353,Esri,570.3969941751357,{236E6E88-AFDA-4B2B-A1A1-6B8C90AF8FC3},"LINESTRING (-88.1651693281714 41.783459416943856,-88.16567878065625 41.78323736407649,-88.16602234917146 41.783091082404106,-88.16612626085461 41.78305669937266,-88.16603136998512 41.78278012375966,-88.16594946720899 41.782544547891796,-88.16568343780544 41.78246547548933)",316c1fc8-f06a-4013-95ab-83b6fa9c463b
2745,WM-2745,19850101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,183.84990619365328,{EBAD0626-3CC7-43E2-A28D-B28AE6DBDA4E},"LINESTRING (-88.16071749114923 41.78343318106698,-88.16063601520754 41.78335391224475,-88.16059782409239 41.783301002642474,-88.16057474494679 41.783256418896656,-88.16055873076769 41.783209579558076,-88.16049203211044 41.78296642182672)",9a277f80-be0e-4357-a5c8-f331213f34b4
2746,WM-2746,19990101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,7.13886913170301,{1D946158-8AA5-46D7-A189-CF3D61F919BF},"LINESTRING (-88.17315875750978 41.782380512256836,-88.17313467500902 41.78238818758551)",e146d013-af55-4d21-9d72-c72489be1874
2747,WM-2747,000000,Unknown,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,7.73676300836621,{25316D36-7262-4305-83E9-D60D425E6C17},"LINESTRING (-88.14988413800845 41.77190940516121,-88.14991246916233 41.771910402079534)",fff4dc43-cbe2-436f-8439-d31df478e590
2748,WM-2748,19640101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,306.2420758685464,{BBBAFEFF-C93D-4A1F-9323-3CC9FD42E0F0},"LINESTRING (-88.13937420930255 41.79189976807013,-88.1393503969611 41.79155633820756,-88.13931601334127 41.79106047730797)",ab7b8e0a-821f-4a98-999d-5f536ed1891a
2749,WM-2749,19770101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,252.6687184285047,{1F5E5AC5-4BA1-4275-AB97-8D9D34D136E6},"LINESTRING (-88.14070786344685 41.79403343117994,-88.1406997196321 41.794083161560714,-88.14069761064552 41.79410682490922,-88.14068134650775 41.794289227844516,-88.14067892129071 41.794316436282344,-88.14067200045518 41.794394078093305,-88.1406611964431 41.79451530075551,-88.14066134079239 41.794617753948714,-88.14064254154557 41.79472457453021)",c56c6079-726a-4258-9696-79967acc907d
2750,WM-2750,20020101,Unknown,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,269.18697845667003,{6AFFA654-4B06-429D-8E5D-E8FC84D5730F},"LINESTRING (-88.15081682012612 41.79416034849228,-88.15078271526623 41.79415751759086,-88.15073566516837 41.79415361178184,-88.15012956084203 41.79410328993586,-88.14983567845704 41.79407889111076)",ccf3a8df-a36d-4c7d-8423-573b4902c043
2751,WM-2751,19860101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,597.6808820991748,{9C681E47-C494-4FEA-862F-AE2571686B8A},"LINESTRING (-88.15593361706937 41.792562006213274,-88.15593231125227 41.79253816443395,-88.15543061748909 41.7925352457678,-88.1549196647307 41.79253226911526,-88.15466467984665 41.792530779800806,-88.1546654115578 41.79193585376604,-88.154568229312 41.79193369387965)",a1df79dd-13e8-4484-8755-7521057eb400
2752,WM-2752,000000,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20170111091035,Esri,44.53685124685488,{AB477AC6-F2BF-419F-BAEC-2EEBF184BD8B},"LINESTRING (-88.14787669286105 41.77295790863005,-88.1478782326099 41.772929437097694,-88.14788118503917 41.77287485098091,-88.14788329773864 41.77283578578721)",60147f51-57cd-4be4-8c76-999b5e5446b1
2753,WM-2753,000000,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,197.61241699549723,{59CC0A81-F063-431F-BF38-4D4C38861190},"LINESTRING (-88.14788329773864 41.77283578578721,-88.1478873672223 41.77276083973548,-88.14789219871871 41.772671876241326,-88.14789851598573 41.77255563230588,-88.14789991317916 41.772529878740876,-88.1479017839829 41.772495449129686,-88.14790718441614 41.772396017113124,-88.14791093507287 41.772326932812156,-88.14791162097602 41.77231428560146,-88.14791272720319 41.772293923847435)",96a5a1bd-fb96-471c-abbc-05af8fd1ad37
2754,WM-2754,20020101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,3.479168487114419,{98F4F2BF-708B-453C-AA39-E865C2191635},"LINESTRING (-88.15109266213844 41.775225138418485,-88.15109218768897 41.77523467972206)",a279aca6-96e6-428c-80c3-de0e8e70b255
2755,WM-2755,19640101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,28.616261902407842,{C10A5D57-5AA7-4A14-AEC2-EC468B245B4E},"LINESTRING (-88.14541591558093 41.792031102586,-88.1453472248024 41.792025490799865,-88.14531159720663 41.792022581052066)",35c96578-ef4c-4061-aa49-92d8c7381b46
2756,WM-2756,19640101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,1.6733047664034424,{D292D84D-F87B-47FB-AF82-0760F913F0FC},"LINESTRING (-88.14585852126422 41.79298496689828,-88.14585786308425 41.79298953245539)",ae1036de-2fba-4dfc-aced-28672c7db537
2757,WM-2757,20020101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,18.193469714242838,{B020E313-D16C-45EE-A0CE-D51D203A0273},"LINESTRING (-88.13354673491982 41.77353654595975,-88.13348130933045 41.773546250640734)",ca78469c-24e5-4ca8-b3ac-7b3f161a0668
2758,WM-2758,19780101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,90.36071515415253,{C64EE94B-87C2-486E-BDA5-37EAE880A3D8},"LINESTRING (-88.13426663630791 41.77359592846012,-88.13411228034202 41.77362130597867,-88.13394308299027 41.77364912273042)",d1c1821e-099f-4d17-a9b6-dbcf14b5f493
2759,WM-2759,19790101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,323.4964406109386,{FA4EE8CD-304D-4620-B3D9-E8CAF748B461},"LINESTRING (-88.16899611416244 41.76429830294572,-88.16894209963894 41.76430966121926,-88.16879719661684 41.76405090388972,-88.16877341694345 41.7640084364978,-88.16868334917233 41.76384759758161,-88.16860860608973 41.76371412196953,-88.16850531590559 41.763529668062006)",e6909ac1-f852-415b-a457-3272d46dd41c
2760,WM-2760,19830101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,15.012864479038317,{8D9489B1-D4BF-4DA8-97B5-8B4B1D7E233C},"LINESTRING (-88.1817555672695 41.768089012321305,-88.18180938296697 41.76809762957301)",6f484b7a-4be9-42b3-9798-a542a9f466b1
2761,WM-2761,19860101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,209.5199398160305,{53807BB6-24A5-492F-AA42-3392AD422E74},"LINESTRING (-88.16148747956346 41.7679813826834,-88.16186507525352 41.76796147433039,-88.16225224094029 41.76792954470726)",937a5ab2-f0f4-4efc-92ac-94fa124190ac
2762,WM-2762,19790101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,7.636502474645109,{8905DDFC-EF98-4285-A22F-A268097E3B99},"LINESTRING (-88.17019327306721 41.76458283369217,-88.17020370443763 41.76460228109472)",a944f4a5-6fce-411e-89f0-696820c77097
2763,WM-2763,19680101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,260.5247571364497,{3D4D893F-4D91-408E-BD2C-CD9DF5D67CE5},"LINESTRING (-88.17862195050252 41.76763483834031,-88.1786723977235 41.76785136485317,-88.17873551940995 41.76812229494629,-88.17874903520968 41.7681802948448,-88.17877526802955 41.76829290458649,-88.17878604834337 41.768339166340866)",24aed3fe-e489-48c5-9d35-b1f0723c90e1
2764,WM-2764,19660101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,97.3496678010792,{8EDB3656-9D6E-40B5-BDEB-14B70C57B0CB},"LINESTRING (-88.17312505053108 41.766863390962,-88.17319228224265 41.76712576469499)",c3ce0f73-c526-4095-a236-e177b1827b87
2765,WM-2765,19700101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,57.559677448503706,{FAE590AF-6C02-444E-8CBA-6CC77D4A4FEF},"LINESTRING (-88.15931169068205 41.76800271384012,-88.15910072899933 41.76799982267432)",130d8993-7a53-47fc-8a33-e29eee7ab759
2766,WM-2766,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,15.38999794369128,{6F3931E5-F4C4-40E8-9DA4-B0C1EC6B7134},"LINESTRING (-88.1633273616826 41.766623964301694,-88.16338021556216 41.76660919817366)",8557e860-0047-4159-8087-acdfd84e0bc3
2767,WM-2767,19700101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,95.43304867028209,{07703303-56FE-4634-AA9E-9FAB5F15973F},"LINESTRING (-88.1816033495494 41.76626850509323,-88.18194626602313 41.766216729940524)",a58996a6-72d0-4ba0-97e1-e3799585fe46
2768,WM-2768,19880101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,144.2415294091935,{2A13AD52-3A1E-4193-AE24-E6185448B321},"LINESTRING (-88.17974906615927 41.78083468349584,-88.17975928476339 41.78085284757608,-88.17978274653588 41.78089453243481,-88.179883333038 41.781055538304805,-88.17997745264677 41.78119153777005)",4073cd73-34b6-4881-8c7a-025e63d13646
2769,WM-2769,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135101,Esri,71.45473704531122,{3F7DA416-6CD0-4F05-AF28-7E0E67C73A8B},"LINESTRING (-88.12936766520548 41.78769480656175,-88.12936664867777 41.78771491253636,-88.12937012373521 41.78773935902599,-88.12937847455248 41.787890618418935)",d373f01a-79d6-4266-8a40-88ec6b654b6e
2770,WM-2770,20000101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,177.95807465340394,{BAE4F638-9AAE-4249-85CB-3B01C5BE22DC},"LINESTRING (-88.13007154839092 41.7736959678347,-88.13019900149625 41.773657995308724,-88.1302187864251 41.77365017011046,-88.1302845769101 41.773632500611846,-88.13029930479682 41.77361227925443,-88.1304245289124 41.7734403445813,-88.13048703742818 41.773354521517135)",5f5ef445-8ed4-4643-ac1f-dbb732771fd1
2771,WM-2771,20000101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,100.56705858375604,{9966D203-52FF-4266-AA95-128BCB94485F},"LINESTRING (-88.13136543741949 41.77347142365938,-88.13133088858207 41.77347049316888,-88.13120176346986 41.77346364389012,-88.13105320757388 41.77344881544546,-88.13102775531387 41.773444800025445,-88.1309995957822 41.77344035666096)",b820b7df-8a56-4d95-9ffc-3e164f4daf79
2772,WM-2772,19840101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,144.36187166251088,{AE5D7519-FCCB-4CC9-8080-F06CB1FB083E},"LINESTRING (-88.11990716906914 41.79583694504242,-88.11937971965006 41.79587106898945)",f5892d51-521a-4113-b984-fcb743ae5b20
2773,WM-2773,19790101,Ductile Iron,16",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,5.583200336812377,{3CF5C200-9BA5-495A-8B69-B0378CEC9DD0},"LINESTRING (-88.12510275139537 41.782573977276314,-88.12509149024439 41.782586772625606)",b957017b-0976-4f17-9ef3-c97e0ad552bb
2774,WM-2774,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,18.97706872604882,{14BB50FB-531E-45E5-8B95-3B0F02739E7B},"LINESTRING (-88.12752415118662 41.78447776845254,-88.12747575638286 41.78451518813765)",f0d53d21-fdc3-4159-9c26-64485a721ca5
2775,WM-2775,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,14.62522387283198,{E195CF36-2551-40FD-A8B0-92AB66BB31BB},"LINESTRING (-88.12594377667232 41.78333036245311,-88.12590454896522 41.78330299714672)",e35b7c48-5bed-4090-b8d1-7156b7d06a64
2776,WM-2776,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,300.9344283285443,{D0B673CB-85DF-4401-89D8-4302663E3BF8},"LINESTRING (-88.12590454896522 41.78330299714672,-88.12575791378131 41.78320069602732,-88.1256727037825 41.78314124506881,-88.12557501503547 41.783073094687886,-88.12552175848705 41.78303581069658,-88.12537788482085 41.78293401918639,-88.12532790268978 41.78289977795405,-88.12526681877685 41.78285732599674,-88.12523968898248 41.782838332332545,-88.12517902103308 41.78280343332229,-88.12512184921032 41.782777356965724,-88.1250791684072 41.78275747433244)",6a039cd9-1fd2-4d90-a814-6d4a15ef12ce
2777,WM-2777,19790101,Ductile Iron,16",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,197.9525037747811,{5432A5FE-7BF1-4558-8FEC-38A0D8360425},"LINESTRING (-88.12481889680552 41.78257206328116,-88.1247124167022 41.782576557262935,-88.1246141260664 41.78258070587939,-88.12457237863639 41.782587274703374,-88.12448553669327 41.78260093653484,-88.12444433800005 41.78261040097533,-88.12442807184154 41.78261413671496,-88.12429943276712 41.782650742865236,-88.12427002624331 41.78266247060071,-88.12417105526556 41.78270194512419,-88.12413036617438 41.78271817300252)",f96dd8f6-045a-4a9f-809b-a82e10d52dc1
2778,WM-2778,19650101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,317.8894177663789,{DBC28AEB-66B8-4663-8A94-53527A2063F1},"LINESTRING (-88.12282348343909 41.77590918616256,-88.12275383240949 41.77572791437083,-88.122744428328 41.77570344866054,-88.12273132263726 41.77564166059403,-88.1227209296954 41.775563939261346,-88.1227159071786 41.775472278438016,-88.12271734414038 41.77544886621524,-88.12272152936558 41.775380639827986,-88.12274040911811 41.77522858950641,-88.12276284645584 41.77504791233137)",b88b8e6d-0443-4b50-8dd2-ac6eb149c99c
2779,WM-2779,19650101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20160204212443,Esri,261.1730357761685,{471AE0A4-F131-4814-9A88-C21613F81F75},"LINESTRING (-88.12293294188625 41.77381125193206,-88.12293416284089 41.773802374779116,-88.12293434765104 41.77380102997388,-88.12293674153342 41.77378361771828,-88.12295312693973 41.773674270613874,-88.12296241391374 41.77361230386484,-88.12296554619809 41.773583873405805,-88.12296786905 41.773562795637204,-88.12297335414108 41.77350338075911,-88.12296830268834 41.773430081883554,-88.12296668240299 41.7734201938208,-88.12295792677115 41.773366677261166,-88.12294750723242 41.773315155561185,-88.12293884957394 41.773286875480835,-88.12288245522312 41.77310271168185)",bd7bc209-6779-4b1e-a7e5-b3a62e049113
2780,WM-2780,19650101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,11.370560050913541,{A52C8C7E-BE9D-46AF-90FC-1FD0C354F657},"LINESTRING (-88.12361109208256 41.77299921376076,-88.12357656288135 41.77299679897515,-88.1235695885013 41.77299631084963)",3a63b623-3e2c-4a4c-ac91-865080b14628
2781,WM-2781,19600101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,1.9263612025496493,{2E5F613C-E0A1-4442-9CC6-5EFCA289DFD8},"LINESTRING (-88.12730808914138 41.77238368454253,-88.12731482954342 41.77238210748658)",36244e49-35c2-41cc-a864-7c11b419040b
2782,WM-2782,19650101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,26.968922774326984,{51AA05AD-EDBF-4CDE-94FB-FF1512214A98},"LINESTRING (-88.12777661448004 41.77065577207923,-88.12775616553282 41.770664961526016,-88.12769185091271 41.77069386517523)",6cb838be-7ce5-4dc9-a57d-5c71e3a1ec45
2783,WM-2783,19600101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,24.118835985267552,{2B68CE48-56A8-4A13-97DE-09A1D3F1BAA7},"LINESTRING (-88.1245356063479 41.7720847357417,-88.12444729795541 41.77208803261946)",56301789-c0ef-4be7-965e-9c54b5637d73
2784,WM-2784,19780101,Ductile Iron,16",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,112.55446979519887,{A8A1ECC2-1606-4AB7-9141-B40C0D38B4DC},"LINESTRING (-88.11984933626968 41.77485228866889,-88.11986671896135 41.77467236796816,-88.11987035785955 41.77463994002528,-88.11988109338913 41.77454432603311)",b290e6cc-1e10-4d62-8f63-00abffc1fb3a
2785,WM-2785,19730101,Cast Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,61.58316014960184,{EC23E772-67E5-4744-9E7A-E1CA47A0F7A9},"LINESTRING (-88.12002504085133 41.77321468210276,-88.1200433612121 41.77304623640291)",dde344d4-d635-42f9-ba0f-5bf4468a2b4a
2786,WM-2786,19950101,Ductile Iron,16",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,693.1165928893049,{CE90B5F8-BA17-47A9-9767-4733F7911099},"LINESTRING (-88.12006116787458 41.77270605700408,-88.11868754910424 41.772623777116486,-88.11866325898947 41.77259511366204,-88.1183460711321 41.7722207776336,-88.11826654322242 41.77212692159403,-88.11825201371414 41.77210977217028,-88.11823353676857 41.77210776218036,-88.1181882677899 41.77210283345984,-88.11795167699748 41.772077079141454,-88.11790583696816 41.77207208891475)",d8c704da-47d6-4d4a-a359-cf1fc61cb207
2787,WM-2787,19680101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20160204212651,Esri,314.9689753161148,{F68E6490-6D05-4280-AA2D-6E82AD0B48C0},"LINESTRING (-88.1215345460669 41.77199170107647,-88.12167859563075 41.77183314769433,-88.12184095245334 41.77165444616388,-88.1219195611673 41.77165676972104,-88.1219062594538 41.771564695604575,-88.12186485869168 41.7712612713792)",37ceb2ba-d4d2-4b76-9cc8-47d6116d14f3
2788,WM-2788,19680101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,192.01929731971578,{A697A265-DADC-4727-99B4-38886F108AE5},"LINESTRING (-88.1227380410317 41.770383642403985,-88.1226617916192 41.770356544803256,-88.12264930335759 41.77035268004847,-88.12250236041032 41.770307184291,-88.12245162530571 41.77029147615861,-88.12237804826353 41.770271434028366,-88.12231650198571 41.770254667865,-88.1221719500986 41.77022908853642,-88.1221266547731 41.77022333568395,-88.12207360646747 41.77021659706478)",66f9c0a6-6841-4b7f-8599-61466e8bf6e7
2789,WM-2789,19650101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,176.69732581339366,{1DF4A807-ED0D-44EB-95EF-9F77BCCF06B9},"LINESTRING (-88.12274829050838 41.77504747148507,-88.12210082389343 41.77503212738641)",cba88cd8-319c-44c8-9cc0-d37ded686be3
2790,WM-2790,19850101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,49.52393288571713,{7DAB792E-CB9D-4129-BDE1-561DD6793275},"LINESTRING (-88.12879296418909 41.77616918584464,-88.12873706527587 41.77617088614005,-88.12867957729551 41.77617263309764,-88.12867049879058 41.776172908643495,-88.1286506233112 41.77618015897799,-88.12864076083684 41.77618375546639,-88.12861746418646 41.77619225480658)",74e8c6bf-7ab2-4d12-870b-a0616f86b4cc
2791,WM-2791,19760101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,6.178331716412109,{4E290DBD-011C-4D9A-BD36-BC7BA61B07A2},"LINESTRING (-88.14255444456145 41.772821613524556,-88.1425318081084 41.7728210348153)",8461f84a-8791-48a3-8677-d31a482a7aa7
2792,WM-2792,19760101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,32.37704834076694,{F911086C-2A18-4C62-BA44-6E33EC932A1B},"LINESTRING (-88.14383630098162 41.77285433379242,-88.14383155581093 41.772943115379626)",b2ec66ac-f2fe-4421-bbd4-a5f4e562ef8f
2793,WM-2793,19850101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,332.01559801509336,{B14CE273-EA94-499C-B18E-D7D685C2A726},"LINESTRING (-88.13948201053933 41.77269729031418,-88.13897631070117 41.772781228652725,-88.1382937077604 41.77289452708598)",02d7a71a-54a6-4808-bc8d-ff413b05b4eb
2794,WM-2794,19850101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,24.393316243118335,{AAD8104E-3C3F-4EE6-AE62-414B82C2A1CC},"LINESTRING (-88.1382937077604 41.77289452708598,-88.13820640299672 41.7729090196656)",646a552c-bf66-4fee-ae9e-ad6264a41955
2795,WM-2795,19850101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,42.94641243607525,{B8885D49-56CB-4CAE-B536-0DEF001F3FEE},"LINESTRING (-88.13820640299672 41.7729090196656,-88.13805269449837 41.772934530533554)",1d22a3b8-7378-423e-b9d2-781486c7c31f
2796,WM-2796,000000,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,6.742517857244108,{95AF0471-A87C-49B9-BC45-7F1B748A7E54},"LINESTRING (-88.13691410421777 41.773126080581726,-88.13688998740727 41.77313013690586)",3a041132-2cbe-44f6-a210-6221a2935ee3
2797,WM-2797,19780101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,93.73920514048814,{CBA92C06-8A3A-41B2-B8F6-D6B8921ED84B},"LINESTRING (-88.13478315780958 41.77349993137969,-88.13445090446154 41.773565631607745)",a82632de-1fdc-41f1-ab2b-9e3898f75f37
2798,WM-2798,000000,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,10.495636511032512,{923A6A1D-3D06-4A34-A0EB-DC27D05CF3EB},"LINESTRING (-88.13788017156337 41.77189376546768,-88.13784284278881 41.771900747308806)",fb87b9ac-2845-4cfb-87b0-ca357639761a
2799,WM-2799,19760101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,362.41271031480926,{8A49C4FF-F3EC-4899-871C-C352F4A9F106},"LINESTRING (-88.1394494661463 41.77163502074662,-88.13947798267358 41.77163027982766,-88.139829299465 41.77157188289003,-88.14006652584045 41.771532450968664,-88.14038014381927 41.77148031758482,-88.14074644756923 41.77141942649059)",199df798-f1c4-47cd-a9e8-7796cc8de166
2800,WM-2800,19760101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,334.7250725572058,{27A4CC58-7E9E-4688-B25A-91A251201765},"LINESTRING (-88.14078353516756 41.77141326173225,-88.14084949647291 41.77140229597635,-88.141190524823 41.771345601833644,-88.14135148561748 41.771318845569795,-88.14144832989284 41.77130274587167,-88.1415531713701 41.77128531609752,-88.14177044707525 41.77124919580653,-88.141865312894 41.771233423792005,-88.14189246450387 41.771228910491914,-88.1419814207814 41.77121412163638)",fa9eb72f-83c5-48fa-bd2d-cc57aa0e3845
2801,WM-2801,20000101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,3.603505095793091,{DE5312F0-5868-417B-A228-F5F44B43426F},"LINESTRING (-88.14181509111876 41.7704367795152,-88.1418280047521 41.77043469688868)",b8979948-4f85-4d8c-b95e-0770fa5f5cda
2802,WM-2802,19300101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,44.57184945844332,{F3BFE356-DB7C-43EF-A165-E0756FE10F9B},"LINESTRING (-88.14074644756923 41.77141942649059,-88.14071575594149 41.77131627431203,-88.14071092267851 41.77130003353892)",df732c06-167c-4f34-b6f6-bb8e6f881616
2803,WM-2803,19300101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,44.58381767137791,{B4237985-321C-42B4-BBFE-D6469994558A},"LINESTRING (-88.13937796044613 41.77164656607707,-88.13934596016432 41.771539744144256,-88.13934219620245 41.77152717950679)",2fc18504-6d79-4df9-a4f8-0c3cb79f09b5
2804,WM-2804,19300101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,341.1710074014076,{5BFBEFAD-1443-4CD1-A7D8-67B20E99018E},"LINESTRING (-88.13768307423092 41.77076514826508,-88.13766649526977 41.77070920469598,-88.13763800293945 41.77061308097445,-88.13762072915625 41.77055507167801,-88.137591549864 41.77045708571872,-88.13754519581497 41.77030142644481,-88.13753602626613 41.77027062195233,-88.13749387032219 41.77012906141304,-88.13748873907201 41.7701118376957,-88.13745631954701 41.77000296706598,-88.13745077167516 41.76998432906385,-88.13744390912858 41.769936083931334,-88.13743141054563 41.76984877407213)",60cddbd3-de3c-4021-a200-1b4208d988ed
2805,WM-2805,000000,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,365.0029548065343,{90239F4C-ABE8-46A6-AF31-B478921219FF},"LINESTRING (-88.13691410421777 41.773126080581726,-88.13684988109863 41.77281300869804,-88.13682948282538 41.772713580811356,-88.13677494247548 41.77253646781417,-88.13671474450717 41.77232594969428,-88.13667389839404 41.77219398002591,-88.1366587504521 41.77214340134453)",4d6657c3-ebf8-478d-a1a1-9c3422dd2265
2806,WM-2806,19300101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,67.7413189955395,{E025903E-6344-403C-A335-E192D9C0CB80},"LINESTRING (-88.13606067782106 41.77014469425666,-88.13602928474732 41.76996028259851)",fd13160c-5d88-4345-a941-bba874ecf406
2807,WM-2807,19460101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,131.65520537710722,{8D0270A3-7498-40B3-BBA4-D72DCB4D0638},"LINESTRING (-88.13479734231636 41.770257754898715,-88.13471539438021 41.77023923502116,-88.13460531894012 41.77019576415413,-88.13453044332596 41.7701557205574,-88.13448360216773 41.770112356271376,-88.13446223374339 41.77007226656841,-88.13445483348677 41.770036458864936)",2c26e217-cf11-4d98-86fa-da4c1c5cf224
2808,WM-2808,19630101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,238.29312825304936,{EBF65E7C-802C-4B9E-8B75-251970063827},"LINESTRING (-88.1347655884407 41.770307715273226,-88.13476467829153 41.770662513138056,-88.13476401621098 41.770920877877444,-88.13476196302705 41.77095446512521,-88.13476040896721 41.77096153390152)",6b4bc35c-846c-4643-b714-74700c2ae353
2809,WM-2809,19630101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135102,Esri,26.08644990691956,{F0132FEE-C5B0-4E4C-AC43-0AA5CFA66D32},"LINESTRING (-88.12919471203816 41.77046899165175,-88.12918056459601 41.77046709735731,-88.12909934573231 41.77046523511504)",f84555cb-1bfa-42b8-a698-5b6b5f6d5c39
